conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1962164401047584943,Sun Aug 31 14:43:43 +0000 2025,5677,Menyikapi pernyataan Prabowo bersama dengan pimpinan lembaga negara dan partai politik: Kami Koalisi Masyarakat Sipil Indonesia menyatakan 1. Prabowo gagal paham merespons dinamika sosial politik dan ekonomi yang menimbulkan kemarahan publik akhir-akhir ini melalui demonstrasi https://t.co/4kHfF7D5CM,1962164401047584943,https://pbs.twimg.com/ext_tw_video_thumb/1962164160655241217/pu/img/pCsfwTAd5KUDKxYB.jpg,,in,,54,87,3660,https://x.com/undefined/status/1962164401047584943,222346474,
1962095963067281680,Sun Aug 31 10:11:46 +0000 2025,7435,Saudara-saudari sebangsa dan setanah air Negara menghormati kebebasan penyampaian pendapat dan aspirasi murni dari masyarakat. Terhadap petugas yang melakukan kesalahan Polri telah melakukan pemeriksaan dengan cepat transparan dan terbuka kepada publik. Para pimpinan DPR https://t.co/TUEHIsn6RM,1962095963067281680,https://pbs.twimg.com/media/GzrD3wkbAAARd5J.jpg,,in,,4037,4287,1575,https://x.com/undefined/status/1962095963067281680,40580714,
1961314767135793290,Fri Aug 29 06:27:34 +0000 2025,14161,Ringkasan Pernyataan Presiden: 1. Menuduh demonstrasi kemarin mengarah ke arah tindakan anarkis. Siapa yang melakukan kekerasan dan pembunuhan? Demonstran lagi mundur ditabrak dan dilindas 600 ditangkap! 2. Presiden tidak mengucapkan maaf dan bertanggungjawab atas pembunuhan https://t.co/p5EdTuhxkM,1961314767135793290,https://pbs.twimg.com/amplify_video_thumb/1961314633350082560/img/hoCdt6Q72K2jZm4l.jpg,,in,,2003,709,14116,https://x.com/undefined/status/1961314767135793290,1850558971779956736,
1961739270571671590,Sat Aug 30 10:34:24 +0000 2025,4806,Musuh kita bukan fasilitas umum. Bukan perbedaan suku ras dan agama Musuh kita kekuasaan yang arogan dan menindas rakyatnya sendiri Jangan berlarut di konflik menyalahkan sesama rakyat. Salahkan negara kenapa mereka ngga hadir ketika rakyat protes? Salahkan media kenapa https://t.co/wKOgpNgQvy,1961739270571671590,https://pbs.twimg.com/amplify_video_thumb/1961738945022349312/img/4cvboR8IgVAJYMfr.jpg,,in,,34,65,1939,https://x.com/undefined/status/1961739270571671590,1644664050868178944,
1961681299988779366,Sat Aug 30 06:44:02 +0000 2025,306,R E Q U I E M ● Brutalitas aparat bukan saja problem struktural tapi juga kanker kultural . ___________ Di republik ini ada entitas yg suka banget ngaku bhw politiknya adalah politik negara terdengar mulia di telinga warga yg tak bisa membaca . Kendati sesungguhnya https://t.co/jNZmlEbOeM,1961681299988779366,https://pbs.twimg.com/ext_tw_video_thumb/1961681237204242435/pu/img/ISFz9Usr2L8WNpIX.jpg,,in,,1,30,93,https://x.com/undefined/status/1961681299988779366,1159689173340585984,
1961224431877198266,Fri Aug 29 00:28:37 +0000 2025,195,Saudara-saudara. Hari ini darah rakyat tumpah. Hari ini aparat pun gugur. Padahal mereka sama-sama anak bangsa sama-sama punya keluarga yang menunggu di rumah. Ada ibu yang menangis kehilangan anaknya di jalanan. Ada istri polisi yang meraung karena suaminya tak kembali https://t.co/t6N2rOCZWx,1961224431877198266,https://pbs.twimg.com/media/GzerOXPbkAIbXmV.jpg,,in,,3,17,39,https://x.com/undefined/status/1961224431877198266,31994335,
1962025092579221528,Sun Aug 31 05:49:46 +0000 2025,3368,@tanyakanrl emang gak semua polisi jahat gak semua rakyat baik ya obviously. that s literally the most basic moral understanding in life. semua orang udah tahu itu sejak bisa mikir. tapi masalahnya bukan soal semua masalahnya siapa yang salah dan siapa yang nyalahgunain kuasa saat ini. ,1962030029828931742,,tanyakanrl,in,,2,3,390,https://x.com/undefined/status/1962030029828931742,1912885747390320640,
1962083450380599299,Sun Aug 31 09:22:02 +0000 2025,3971,Keterangan Pers Presiden Prabowo. 31 Agustus 2025. 1.Polri telah melakukan proses pemeriksaan terhadap petugas yang kemarin melakukan kesalahan atau pelanggaran. 2.Ketua partai politik telah mengambil sikap tegas bahwa anggota DPR dari masing-masing partai yang memberikan https://t.co/stnDFk7v12,1962083450380599299,https://pbs.twimg.com/media/Gzq4f0jacAEsEsj.jpg,,in,,1084,158,2498,https://x.com/undefined/status/1962083450380599299,1080481376623722507,
1962059725027377255,Sun Aug 31 07:47:46 +0000 2025,631,️ Pakar Politik: Kejahatan Korupsi Picu Demo Kemarahan Rakyat VIDEO FULL: https://t.co/lDgP6ie7XP Amuk masa penjarahan dan anarkisme yang terjadi dalam sepekan ini tidak lepas akibat tumpukan kejahatan korupsi yang terjadi secara brutal di era kekuasaan rezim Joko Widodo. https://t.co/zbUzoI1wjD,1962059725027377255,https://pbs.twimg.com/amplify_video_thumb/1962058468812263424/img/rcold0YviSM_59xU.jpg,,in,,5,16,317,https://x.com/undefined/status/1962059725027377255,2259000780,
1961226827130896730,Fri Aug 29 00:38:08 +0000 2025,816,GANTI KAPOLRI YANG GAGAL AMANKAN DEMONSTRASI Jangan sakiti rakyat. Jangan pongah di depan rakyat. Jangan arogan pada Rakyat. Rakyat itu tiap saat perhatian dan mengawasi perilaku pemegang kekuasaan. Sekali salah bertindak tindakan itu akan nyebar dan jadi bahan perbincangan. https://t.co/Ua5foWmnJV,1961226827130896730,https://pbs.twimg.com/amplify_video_thumb/1961226363014361088/img/VWrvfs-eqE18nPz3.jpg,,in,,11,33,293,https://x.com/undefined/status/1961226827130896730,201554665,
